1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.61013	-0.126312	2.29463	-0.203796	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89129	-0.134241	2.25291	-0.00211158	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95771	-0.131128	2.40566	0.008265	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85764	0.413538	3.35254	0.793069	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.6892	0.401359	2.63712	0.561838	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.0804	0.596201	2.15427	-0.0310104	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09837	0.597661	2.40623	-0.0133818	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5744	1.65776	2.56166	1.74753	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5193	1.64796	2.35002	1.68507	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5959	2.32092	1.78131	-0.00569292	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6841	2.33396	2.32756	0.105506	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6378	2.89859	3.55456	0.897933	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4808	2.8704	2.86928	0.769482	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0146	3.70517	2.22623	0.86256	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0882	3.7196	2.37286	0.891129	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3327	4.73106	2.13211	1.08533	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4284	4.75283	2.49321	1.18057	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0771	5.57278	2.77088	0.586625	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1875	5.59843	3.00279	0.640598	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6117	6.95505	1.93494	1.80363	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6691	6.97196	2.36244	1.95091	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5805	8.09488	3.35825	0.599332	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5279	8.08088	3.08111	0.519708	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9484	9.86931	1.90449	2.60273	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9315	9.86511	2.00822	2.65394	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6095	10.7145	3.14603	-0.332363	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6942	10.7411	3.25537	-0.296998	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1483	12.0743	1.85038	2.38463	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2635	12.1129	2.2471	2.52631	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3201	13.4764	3.69642	0.631831	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.188	13.433	3.15097	0.446584	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7721	14.8214	2.14784	1.98819	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7966	14.8307	2.41388	2.09206	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3559	16.5556	2.65932	1.4844	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.402	16.5724	2.73576	1.51135	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1548	17.2907	2.69774	0.171573	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1529	17.2899	2.78911	0.201951	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6248	19.0581	2.32234	2.82161	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5746	19.0387	2.12272	2.73918	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7169	19.9142	3.88971	-0.324129	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
